Despacho,Orden,Cliente,Distrito,Tecnico,Decos_Series,Repetidores_Series,Fecha_Despacho,Estado_Almacen
DESP-011667,ORD-014540,Ana Castro Martinez,Pátapo,Cuadrilla Chiclayo Centro - C-01,DEC-915974,"REP-663722, REP-935046",2025-10-20,Entregado a Tecnico
DESP-011668,ORD-014542,Rosa Lopez Perez,Pomalca,Cuadrilla Pimentel / Costa - C-03,DEC-980767,REP-748340,2025-10-21,Entregado a Tecnico
DESP-011669,ORD-014543,Sofia Sanchez Flores,Ferreñafe,Cuadrilla Pimentel / Costa - C-03,DEC-151377,REP-772659,2025-10-21,Entregado a Tecnico
DESP-011670,ORD-014544,Pedro Romero Vargas,Eten,Cuadrilla La Victoria / JLO - C-02,"DEC-111785, DEC-613735",,2025-10-20,Entregado a Tecnico
DESP-011671,ORD-014545,Javier Sanchez Martinez,Puerto Eten,Cuadrilla Chiclayo Centro - C-01,,REP-305697,2025-10-20,Entregado a Tecnico
DESP-011672,ORD-014546,Elena Vasquez Torres,Túcume,Cuadrilla Pimentel / Costa - C-03,,,2025-10-20,Entregado a Tecnico
DESP-011673,ORD-014547,Patricia Garcia Vasquez,Eten,Cuadrilla Pimentel / Costa - C-03,,REP-404854,2025-10-22,Entregado a Tecnico
DESP-011674,ORD-014548,Maria Diaz Mendoza,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,"DEC-889834, DEC-268254",REP-473774,2025-10-22,Entregado a Tecnico
DESP-011675,ORD-014549,Fernando Garcia Castro,Pimentel,Cuadrilla Lambayeque Norte - C-04,"DEC-649258, DEC-777723",,2025-10-21,Entregado a Tecnico
DESP-011676,ORD-014550,Lucia Diaz Flores,Santa Rosa,Cuadrilla Chiclayo Centro - C-01,DEC-166412,REP-860624,2025-10-21,Entregado a Tecnico
DESP-011677,ORD-014551,Javier Gomez Vasquez,Monsefú,Cuadrilla Pimentel / Costa - C-03,"DEC-266173, DEC-282611, DEC-789888",REP-265983,2025-10-21,Entregado a Tecnico
DESP-011678,ORD-014552,Sofia Rodriguez Torres,Túcume,Cuadrilla Lambayeque Norte - C-04,DEC-531738,REP-921926,2025-10-21,Entregado a Tecnico
DESP-011679,ORD-014553,Christian Gomez Perez,Eten,Cuadrilla Lambayeque Norte - C-04,,,2025-10-21,Entregado a Tecnico
DESP-011680,ORD-014554,Jorge Sanchez Garcia,Santa Rosa,Cuadrilla Ferreñafe - C-05,DEC-178230,REP-208831,2025-10-21,Entregado a Tecnico
DESP-011681,ORD-014557,Christian Rodriguez Garcia,Pitipo,Cuadrilla Ferreñafe - C-05,"DEC-889738, DEC-549821",REP-775483,2025-10-22,Entregado a Tecnico
DESP-011682,ORD-014558,Sofia Romero Rodriguez,Pomalca,Cuadrilla Chiclayo Centro - C-01,"DEC-741687, DEC-314255",REP-643600,2025-10-22,Entregado a Tecnico
DESP-011683,ORD-014559,Patricia Vargas Diaz,Pimentel,Cuadrilla Chiclayo Centro - C-01,DEC-245963,,2025-10-22,Entregado a Tecnico
DESP-011684,ORD-014560,Fiorella Vasquez Diaz,La Victoria,Cuadrilla Lambayeque Norte - C-04,DEC-499131,,2025-10-22,Entregado a Tecnico
DESP-011685,ORD-014561,Jose Gomez Romero,Mochumí,Cuadrilla La Victoria / JLO - C-02,DEC-353835,,2025-10-22,Entregado a Tecnico
DESP-011686,ORD-014562,Rosa Vasquez Perez,Íllimo,Cuadrilla Ferreñafe - C-05,,"REP-354453, REP-159256",2025-10-23,Entregado a Tecnico
DESP-011687,ORD-014563,Pedro Vasquez Vargas,Mochumí,Cuadrilla La Victoria / JLO - C-02,DEC-423171,REP-485717,2025-10-22,Entregado a Tecnico
DESP-011688,ORD-014564,Katia Flores Rojas,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-539250,,2025-10-22,Entregado a Tecnico
DESP-011689,ORD-014565,Diego Sanchez Vasquez,Pomalca,Cuadrilla Pimentel / Costa - C-03,DEC-957956,REP-566710,2025-10-22,Entregado a Tecnico
DESP-011690,ORD-014566,Ana Lopez Torres,Santa Rosa,Cuadrilla Chiclayo Centro - C-01,,,2025-10-22,Entregado a Tecnico
DESP-011691,ORD-014567,Carmen Mendoza Martinez,Santa Rosa,Cuadrilla Ferreñafe - C-05,DEC-550838,REP-816248,2025-10-23,Entregado a Tecnico
DESP-011692,ORD-014568,Christian Martinez Gomez,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,DEC-999021,REP-920407,2025-10-23,Entregado a Tecnico
DESP-011693,ORD-014569,Fernando Romero Perez,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,"DEC-475150, DEC-385372, DEC-406847",REP-219723,2025-10-23,Entregado a Tecnico
DESP-011694,ORD-014571,Patricia Castro Garcia,La Victoria,Cuadrilla Pimentel / Costa - C-03,,REP-964682,2025-10-23,Entregado a Tecnico
DESP-011695,ORD-014572,Elena Perez Sanchez,Pimentel,Cuadrilla Chiclayo Centro - C-01,DEC-552123,REP-642772,2025-10-23,Entregado a Tecnico
DESP-011696,ORD-014573,Javier Castro Mendoza,Pomalca,Cuadrilla Ferreñafe - C-05,,REP-339813,2025-10-23,Entregado a Tecnico
DESP-011697,ORD-014574,Ana Diaz Vargas,Pomalca,Cuadrilla Chiclayo Centro - C-01,DEC-674408,REP-571312,2025-10-23,Entregado a Tecnico
DESP-011698,ORD-014575,Elena Diaz Castro,Jayanca,Cuadrilla Chiclayo Centro - C-01,,,2025-10-23,Entregado a Tecnico
DESP-011699,ORD-014576,Katia Vargas Torres,Monsefú,Cuadrilla Ferreñafe - C-05,DEC-138205,,2025-10-23,Entregado a Tecnico
DESP-011700,ORD-014577,Luis Diaz Rojas,Monsefú,Cuadrilla Lambayeque Norte - C-04,"DEC-545473, DEC-325207, DEC-592534",REP-118882,2025-10-23,Entregado a Tecnico
DESP-011701,ORD-014578,Rosa Diaz Vargas,Reque,Cuadrilla Lambayeque Norte - C-04,DEC-869975,REP-131450,2025-10-23,Entregado a Tecnico
DESP-011702,ORD-014579,Carlos Gomez Rodriguez,Reque,Cuadrilla Chiclayo Centro - C-01,"DEC-249296, DEC-151075, DEC-578403",REP-879547,2025-10-23,Entregado a Tecnico
DESP-011703,ORD-014580,Carmen Vargas Rojas,Pacora,Cuadrilla Lambayeque Norte - C-04,"DEC-482571, DEC-929638",,2025-10-24,Entregado a Tecnico
DESP-011704,ORD-014582,Carlos Martinez Mendoza,Pomalca,Cuadrilla Chiclayo Centro - C-01,DEC-888598,,2025-10-24,Entregado a Tecnico
DESP-011705,ORD-014584,Manuel Lopez Castro,Eten,Cuadrilla Ferreñafe - C-05,"DEC-991292, DEC-756454","REP-316896, REP-376044",2025-10-24,Entregado a Tecnico
DESP-011706,ORD-014585,Jose Rojas Diaz,Ferreñafe,Cuadrilla Lambayeque Norte - C-04,DEC-632265,REP-627568,2025-10-24,Entregado a Tecnico
DESP-011707,ORD-014586,Carmen Diaz Torres,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-477100,,2025-10-24,Entregado a Tecnico
DESP-011708,ORD-014587,Fiorella Romero Martinez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,DEC-733815,,2025-10-25,Entregado a Tecnico
DESP-011709,ORD-014588,Jose Garcia Perez,Monsefú,Cuadrilla Lambayeque Norte - C-04,"DEC-250086, DEC-513114",REP-374981,2025-10-24,Entregado a Tecnico
DESP-011710,ORD-014590,Pedro Perez Castro,Chiclayo,Cuadrilla Pimentel / Costa - C-03,"DEC-649222, DEC-239261","REP-222076, REP-440149",2025-10-24,Entregado a Tecnico
DESP-011711,ORD-014591,Lucia Diaz Diaz,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-104120,REP-817679,2025-10-25,Entregado a Tecnico
DESP-011712,ORD-014592,Jorge Rodriguez Rodriguez,La Victoria,Cuadrilla La Victoria / JLO - C-02,DEC-422309,,2025-10-25,Entregado a Tecnico
DESP-011713,ORD-014593,Lucia Sanchez Garcia,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-762803,"REP-665245, REP-906484",2025-10-25,Entregado a Tecnico
DESP-011714,ORD-014595,Katia Diaz Torres,Pátapo,Cuadrilla Chiclayo Centro - C-01,DEC-451073,,2025-10-25,Entregado a Tecnico
DESP-011715,ORD-014596,Christian Mendoza Vasquez,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-331926,,2025-10-25,Entregado a Tecnico
DESP-011716,ORD-014598,Pedro Perez Diaz,La Victoria,Cuadrilla Chiclayo Centro - C-01,DEC-758046,REP-363038,2025-10-25,Entregado a Tecnico
DESP-011717,ORD-014599,Jorge Lopez Torres,La Victoria,Cuadrilla Ferreñafe - C-05,"DEC-287950, DEC-309774",,2025-10-26,Entregado a Tecnico
DESP-011718,ORD-014601,Rosa Flores Torres,Manuel Antonio Mesones Muro,Cuadrilla Ferreñafe - C-05,"DEC-858817, DEC-202924, DEC-992891","REP-948314, REP-978657",2025-10-26,Entregado a Tecnico
DESP-011719,ORD-014602,Pedro Lopez Flores,José Leonardo Ortiz,Cuadrilla Lambayeque Norte - C-04,DEC-909918,REP-201219,2025-10-26,Entregado a Tecnico
DESP-011720,ORD-014603,Elena Diaz Flores,Chiclayo,Cuadrilla Chiclayo Centro - C-01,DEC-859563,,2025-10-26,Entregado a Tecnico
DESP-011721,ORD-014605,Fernando Martinez Torres,Pátapo,Cuadrilla Pimentel / Costa - C-03,"DEC-340219, DEC-320231, DEC-566359",REP-886970,2025-10-26,Entregado a Tecnico
DESP-011722,ORD-014606,Fiorella Romero Castro,Olmos,Cuadrilla Lambayeque Norte - C-04,DEC-344373,REP-320538,2025-10-27,Entregado a Tecnico
DESP-011723,ORD-014607,Patricia Castro Flores,Pomalca,Cuadrilla Lambayeque Norte - C-04,DEC-688089,,2025-10-26,Entregado a Tecnico
DESP-011724,ORD-014610,Christian Torres Castro,Manuel Antonio Mesones Muro,Cuadrilla Lambayeque Norte - C-04,"DEC-604644, DEC-821224",REP-456558,2025-10-27,Entregado a Tecnico
DESP-011725,ORD-014611,Elena Flores Lopez,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-338863,,2025-10-27,Entregado a Tecnico
DESP-011726,ORD-014612,Fernando Flores Castro,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-290980,,2025-10-27,Entregado a Tecnico
DESP-011727,ORD-014614,Carmen Vasquez Gomez,Jayanca,Cuadrilla Lambayeque Norte - C-04,DEC-431449,,2025-10-27,Entregado a Tecnico
DESP-011728,ORD-014615,Pedro Diaz Romero,Monsefú,Cuadrilla Chiclayo Centro - C-01,"DEC-737012, DEC-395523",REP-698103,2025-10-27,Entregado a Tecnico
DESP-011729,ORD-014617,Lucia Rojas Mendoza,Eten,Cuadrilla Ferreñafe - C-05,"DEC-427558, DEC-904181",REP-280645,2025-10-27,Entregado a Tecnico
DESP-011730,ORD-014619,Manuel Rojas Vasquez,Chiclayo,Cuadrilla Pimentel / Costa - C-03,DEC-561294,"REP-240315, REP-455642",2025-10-27,Entregado a Tecnico
DESP-011731,ORD-014620,Luis Mendoza Rojas,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,DEC-638880,,2025-10-28,Entregado a Tecnico
DESP-011732,ORD-014621,Javier Mendoza Diaz,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-572092,"REP-564506, REP-168978",2025-10-28,Entregado a Tecnico
DESP-011733,ORD-014622,Sofia Martinez Romero,Eten,Cuadrilla La Victoria / JLO - C-02,DEC-191120,,2025-10-29,Entregado a Tecnico
DESP-011734,ORD-014623,Jorge Romero Vasquez,Eten,Cuadrilla La Victoria / JLO - C-02,DEC-586856,,2025-10-28,Entregado a Tecnico
DESP-011735,ORD-014624,Christian Lopez Rodriguez,Jayanca,Cuadrilla Lambayeque Norte - C-04,DEC-408104,,2025-10-29,Entregado a Tecnico
DESP-011736,ORD-014626,Maria Lopez Perez,Chiclayo,Cuadrilla Ferreñafe - C-05,,REP-744383,2025-10-28,Entregado a Tecnico
DESP-011737,ORD-014627,Christian Vasquez Rodriguez,José Leonardo Ortiz,Cuadrilla Lambayeque Norte - C-04,"DEC-158968, DEC-291057",,2025-10-28,Entregado a Tecnico
DESP-011738,ORD-014628,Fernando Vasquez Flores,Ferreñafe,Cuadrilla La Victoria / JLO - C-02,DEC-797014,REP-115543,2025-10-28,Entregado a Tecnico
DESP-011739,ORD-014629,Jose Torres Castro,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,"DEC-455705, DEC-549530, DEC-715676",,2025-10-28,Entregado a Tecnico
DESP-011740,ORD-014630,Katia Lopez Vargas,Puerto Eten,Cuadrilla Ferreñafe - C-05,,"REP-299094, REP-931056",2025-10-28,Entregado a Tecnico
DESP-011741,ORD-014631,Jorge Lopez Mendoza,Reque,Cuadrilla Chiclayo Centro - C-01,"DEC-496708, DEC-916911, DEC-489867",REP-653537,2025-10-28,Entregado a Tecnico
DESP-011742,ORD-014632,Elena Rojas Romero,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,"DEC-143138, DEC-456338","REP-828392, REP-982734",2025-10-29,Entregado a Tecnico
DESP-011743,ORD-014633,Diego Perez Rodriguez,Ferreñafe,Cuadrilla Chiclayo Centro - C-01,DEC-621583,,2025-10-29,Entregado a Tecnico
DESP-011744,ORD-014634,Ana Mendoza Torres,Íllimo,Cuadrilla Ferreñafe - C-05,"DEC-856177, DEC-993363, DEC-263258",REP-782708,2025-10-29,Entregado a Tecnico
DESP-011745,ORD-014636,Jose Rojas Perez,Monsefú,Cuadrilla Chiclayo Centro - C-01,"DEC-734383, DEC-347055",REP-454268,2025-10-30,Entregado a Tecnico
DESP-011746,ORD-014637,Sofia Rodriguez Diaz,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-797443,"REP-357034, REP-229431",2025-10-29,Entregado a Tecnico
DESP-011747,ORD-014638,Lucia Vargas Romero,Manuel Antonio Mesones Muro,Cuadrilla Lambayeque Norte - C-04,,REP-240229,2025-10-30,Entregado a Tecnico
DESP-011748,ORD-014640,Jorge Romero Lopez,Pacora,Cuadrilla Chiclayo Centro - C-01,,REP-219313,2025-10-29,Entregado a Tecnico
DESP-011749,ORD-014641,Rosa Rodriguez Mendoza,Chiclayo,Cuadrilla Lambayeque Norte - C-04,DEC-696462,REP-409362,2025-10-29,Entregado a Tecnico
DESP-011750,ORD-014642,Christian Garcia Lopez,Puerto Eten,Cuadrilla Chiclayo Centro - C-01,DEC-483123,,2025-10-29,Entregado a Tecnico
DESP-011751,ORD-014643,Rosa Rodriguez Torres,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-722405,"REP-837275, REP-100267",2025-10-29,Entregado a Tecnico
DESP-011752,ORD-014644,Jorge Vasquez Rodriguez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,,,2025-10-29,Entregado a Tecnico
DESP-011753,ORD-014645,Carlos Mendoza Garcia,Pueblo Nuevo,Cuadrilla La Victoria / JLO - C-02,DEC-732977,REP-956184,2025-10-30,Entregado a Tecnico
DESP-011754,ORD-014646,Luis Garcia Rojas,Pitipo,Cuadrilla La Victoria / JLO - C-02,DEC-731286,"REP-480652, REP-679876",2025-10-30,Entregado a Tecnico
DESP-011755,ORD-014647,Christian Romero Romero,Chiclayo,Cuadrilla Lambayeque Norte - C-04,DEC-185722,"REP-424499, REP-626150",2025-11-01,Entregado a Tecnico
DESP-011756,ORD-014648,Maria Gomez Garcia,Lambayeque,Cuadrilla La Victoria / JLO - C-02,DEC-980548,,2025-10-30,Entregado a Tecnico
DESP-011757,ORD-014649,Patricia Mendoza Diaz,Pimentel,Cuadrilla La Victoria / JLO - C-02,"DEC-646481, DEC-641425","REP-355558, REP-218195",2025-10-30,Entregado a Tecnico
DESP-011758,ORD-014650,Jose Sanchez Garcia,Pitipo,Cuadrilla La Victoria / JLO - C-02,DEC-174916,REP-753706,2025-10-30,Entregado a Tecnico
DESP-011759,ORD-014651,Manuel Perez Mendoza,Manuel Antonio Mesones Muro,Cuadrilla Chiclayo Centro - C-01,DEC-101308,REP-384943,2025-10-30,Entregado a Tecnico
DESP-011760,ORD-014652,Pedro Martinez Perez,Pimentel,Cuadrilla Ferreñafe - C-05,"DEC-681159, DEC-345871, DEC-469670",,2025-10-30,Entregado a Tecnico
DESP-011761,ORD-014653,Javier Perez Garcia,Pimentel,Cuadrilla Chiclayo Centro - C-01,DEC-286091,,2025-10-30,Entregado a Tecnico
DESP-011762,ORD-014654,Christian Vargas Castro,Olmos,Cuadrilla La Victoria / JLO - C-02,"DEC-808471, DEC-756277","REP-535174, REP-158037",2025-10-30,Entregado a Tecnico
DESP-011763,ORD-014656,Katia Sanchez Gomez,Pitipo,Cuadrilla Pimentel / Costa - C-03,"DEC-329252, DEC-156135","REP-251913, REP-671712",2025-10-30,Entregado a Tecnico
DESP-011764,ORD-014658,Elena Torres Vargas,Motupe,Cuadrilla Chiclayo Centro - C-01,DEC-293882,REP-967141,2025-10-31,Entregado a Tecnico
DESP-011765,ORD-014659,Jorge Rojas Vasquez,La Victoria,Cuadrilla Pimentel / Costa - C-03,"DEC-671399, DEC-727944",REP-466976,2025-10-31,Entregado a Tecnico
DESP-011766,ORD-014660,Carmen Flores Romero,Pimentel,Cuadrilla Pimentel / Costa - C-03,DEC-943613,,2025-10-31,Entregado a Tecnico
DESP-011767,ORD-014661,Fernando Perez Diaz,Pacora,Cuadrilla La Victoria / JLO - C-02,DEC-505598,REP-640194,2025-10-31,Entregado a Tecnico
DESP-011768,ORD-014662,Patricia Perez Gomez,Pacora,Cuadrilla Ferreñafe - C-05,DEC-741111,REP-149279,2025-10-31,Entregado a Tecnico
DESP-011769,ORD-014663,Luis Lopez Sanchez,Monsefú,Cuadrilla Chiclayo Centro - C-01,DEC-619428,"REP-659519, REP-553907",2025-10-31,Entregado a Tecnico
DESP-011770,ORD-014665,Katia Mendoza Diaz,Reque,Cuadrilla Ferreñafe - C-05,DEC-637594,,2025-10-31,Entregado a Tecnico
DESP-011771,ORD-014667,Jose Vasquez Perez,Olmos,Cuadrilla La Victoria / JLO - C-02,,REP-916947,2025-10-31,Entregado a Tecnico
DESP-011772,ORD-014668,Pedro Garcia Torres,Eten,Cuadrilla Chiclayo Centro - C-01,"DEC-238586, DEC-898421","REP-774845, REP-791888",2025-10-31,Entregado a Tecnico
DESP-011773,ORD-014669,Diego Perez Mendoza,Chiclayo,Cuadrilla Lambayeque Norte - C-04,,,2025-11-01,Entregado a Tecnico
DESP-011774,ORD-014670,Diego Rojas Lopez,Eten,Cuadrilla La Victoria / JLO - C-02,DEC-725095,REP-211891,2025-11-01,Entregado a Tecnico
DESP-011775,ORD-014671,Manuel Castro Flores,Eten,Cuadrilla Pimentel / Costa - C-03,DEC-855486,"REP-562915, REP-133486",2025-11-01,Entregado a Tecnico
DESP-011776,ORD-014672,Jorge Perez Martinez,Chiclayo,Cuadrilla Chiclayo Centro - C-01,"DEC-948695, DEC-476401",REP-921098,2025-11-02,Entregado a Tecnico
DESP-011777,ORD-014674,Rosa Vasquez Perez,Pomalca,Cuadrilla Pimentel / Costa - C-03,"DEC-155686, DEC-349482, DEC-665311",,2025-11-01,Entregado a Tecnico
DESP-011778,ORD-014676,Pedro Martinez Perez,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-810378,"REP-760365, REP-573184",2025-11-01,Entregado a Tecnico
DESP-011779,ORD-014677,Ana Flores Rojas,Monsefú,Cuadrilla La Victoria / JLO - C-02,"DEC-332265, DEC-636429",,2025-11-01,Entregado a Tecnico
DESP-011780,ORD-014678,Christian Garcia Garcia,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,,,2025-11-01,Entregado a Tecnico
DESP-011781,ORD-014680,Rosa Vasquez Gomez,Reque,Cuadrilla Pimentel / Costa - C-03,DEC-760107,"REP-599407, REP-541528",2025-11-01,Entregado a Tecnico
DESP-011782,ORD-014681,Patricia Lopez Flores,Eten,Cuadrilla Lambayeque Norte - C-04,,REP-959050,2025-11-02,Entregado a Tecnico
DESP-011783,ORD-014683,Sofia Vasquez Romero,Mochumí,Cuadrilla Ferreñafe - C-05,DEC-703257,,2025-11-02,Entregado a Tecnico
DESP-011784,ORD-014686,Sofia Flores Mendoza,Chiclayo,Cuadrilla Lambayeque Norte - C-04,"DEC-310839, DEC-538908",,2025-11-02,Entregado a Tecnico
DESP-011785,ORD-014687,Christian Mendoza Martinez,Santa Rosa,Cuadrilla Ferreñafe - C-05,,"REP-536384, REP-752113",2025-11-03,Entregado a Tecnico
DESP-011786,ORD-014688,Ana Rodriguez Romero,Lambayeque,Cuadrilla La Victoria / JLO - C-02,"DEC-928842, DEC-845059, DEC-507821",REP-691896,2025-11-02,Entregado a Tecnico
DESP-011787,ORD-014689,Katia Diaz Lopez,Pimentel,Cuadrilla Pimentel / Costa - C-03,"DEC-362384, DEC-871586, DEC-631070",,2025-11-02,Entregado a Tecnico
DESP-011788,ORD-014690,Elena Castro Flores,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-176133,REP-900170,2025-11-02,Entregado a Tecnico
DESP-011789,ORD-014691,Sofia Perez Perez,Pátapo,Cuadrilla Ferreñafe - C-05,"DEC-164538, DEC-158081",,2025-11-02,Entregado a Tecnico
DESP-011790,ORD-014692,Carmen Sanchez Rodriguez,Ferreñafe,Cuadrilla Lambayeque Norte - C-04,DEC-203964,REP-987409,2025-11-02,Entregado a Tecnico
DESP-011791,ORD-014693,Carmen Vargas Martinez,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-782266,REP-743323,2025-11-02,Entregado a Tecnico
DESP-011792,ORD-014695,Rosa Martinez Rojas,Pimentel,Cuadrilla Chiclayo Centro - C-01,DEC-352488,REP-413168,2025-11-02,Entregado a Tecnico
DESP-011793,ORD-014696,Sofia Torres Mendoza,Pimentel,Cuadrilla Chiclayo Centro - C-01,,,2025-11-02,Entregado a Tecnico
DESP-011794,ORD-014699,Patricia Vasquez Perez,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,DEC-100058,REP-792191,2025-11-03,Entregado a Tecnico
DESP-011795,ORD-014701,Patricia Lopez Gomez,Chiclayo,Cuadrilla La Victoria / JLO - C-02,DEC-257220,,2025-11-03,Entregado a Tecnico
DESP-011796,ORD-014702,Luis Vasquez Sanchez,Reque,Cuadrilla Lambayeque Norte - C-04,"DEC-107657, DEC-976196, DEC-839552",,2025-11-03,Entregado a Tecnico
DESP-011797,ORD-014703,Ana Martinez Rojas,Lambayeque,Cuadrilla La Victoria / JLO - C-02,DEC-451533,"REP-150973, REP-190291",2025-11-03,Entregado a Tecnico
DESP-011798,ORD-014704,Ana Garcia Gomez,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,DEC-770032,,2025-11-03,Entregado a Tecnico
DESP-011799,ORD-014705,Katia Garcia Rodriguez,Pueblo Nuevo,Cuadrilla Pimentel / Costa - C-03,,REP-508540,2025-11-03,Entregado a Tecnico
DESP-011800,ORD-014706,Maria Perez Diaz,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,"DEC-863479, DEC-546406",,2025-11-03,Entregado a Tecnico
DESP-011801,ORD-014708,Fiorella Torres Gomez,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,DEC-457877,,2025-11-03,Entregado a Tecnico
DESP-011802,ORD-014709,Christian Perez Gomez,Pitipo,Cuadrilla Lambayeque Norte - C-04,DEC-279382,REP-319467,2025-11-03,Entregado a Tecnico
DESP-011803,ORD-014710,Patricia Castro Torres,Olmos,Cuadrilla Ferreñafe - C-05,DEC-236794,REP-201987,2025-11-03,Entregado a Tecnico
DESP-011804,ORD-014711,Elena Diaz Vargas,La Victoria,Cuadrilla Ferreñafe - C-05,,,2025-11-03,Entregado a Tecnico
DESP-011805,ORD-014712,Lucia Sanchez Garcia,Reque,Cuadrilla Lambayeque Norte - C-04,,REP-500003,2025-11-03,Entregado a Tecnico
DESP-011806,ORD-014713,Diego Romero Romero,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,"DEC-471777, DEC-129121, DEC-997966",REP-712151,2025-11-03,Entregado a Tecnico
DESP-011807,ORD-014714,Elena Torres Lopez,Puerto Eten,Cuadrilla Ferreñafe - C-05,"DEC-428925, DEC-902669, DEC-970652",REP-358517,2025-11-03,Entregado a Tecnico
DESP-011808,ORD-014718,Elena Vasquez Flores,Eten,Cuadrilla La Victoria / JLO - C-02,DEC-380453,REP-299067,2025-11-04,Entregado a Tecnico
DESP-011809,ORD-014719,Lucia Garcia Flores,Ferreñafe,Cuadrilla Ferreñafe - C-05,DEC-422838,REP-713191,2025-11-04,Entregado a Tecnico
DESP-011810,ORD-014720,Patricia Castro Rodriguez,Pátapo,Cuadrilla Lambayeque Norte - C-04,"DEC-351792, DEC-457745",REP-349434,2025-11-05,Entregado a Tecnico
DESP-011811,ORD-014721,Manuel Lopez Gomez,Monsefú,Cuadrilla Chiclayo Centro - C-01,"DEC-972881, DEC-256082",,2025-11-04,Entregado a Tecnico
DESP-011812,ORD-014722,Lucia Romero Torres,Pomalca,Cuadrilla Pimentel / Costa - C-03,"DEC-584488, DEC-264850",REP-930350,2025-11-04,Entregado a Tecnico
DESP-011813,ORD-014723,Carmen Sanchez Garcia,Pueblo Nuevo,Cuadrilla Lambayeque Norte - C-04,"DEC-217361, DEC-764202, DEC-736462",,2025-11-04,Entregado a Tecnico
DESP-011814,ORD-014726,Fernando Rojas Castro,Reque,Cuadrilla Lambayeque Norte - C-04,DEC-653410,REP-235055,2025-11-04,Entregado a Tecnico
DESP-011815,ORD-014727,Elena Rojas Gomez,Reque,Cuadrilla La Victoria / JLO - C-02,,,2025-11-04,Entregado a Tecnico
DESP-011816,ORD-014728,Ana Torres Gomez,Pimentel,Cuadrilla Lambayeque Norte - C-04,DEC-901367,REP-888386,2025-11-04,Entregado a Tecnico
DESP-011817,ORD-014730,Fernando Torres Rojas,Pomalca,Cuadrilla La Victoria / JLO - C-02,DEC-861768,REP-184665,2025-11-05,Entregado a Tecnico
DESP-011818,ORD-014731,Lucia Perez Flores,Pomalca,Cuadrilla Ferreñafe - C-05,DEC-912400,REP-794969,2025-11-05,Entregado a Tecnico
DESP-011819,ORD-014733,Fernando Vargas Sanchez,Pomalca,Cuadrilla Ferreñafe - C-05,"DEC-928507, DEC-665279, DEC-548630",REP-938272,2025-11-05,Entregado a Tecnico
DESP-011820,ORD-014734,Luis Vargas Rojas,Lambayeque,Cuadrilla Lambayeque Norte - C-04,"DEC-438145, DEC-704630, DEC-820921",REP-754131,2025-11-06,Entregado a Tecnico
DESP-011821,ORD-014735,Ana Rojas Martinez,José Leonardo Ortiz,Cuadrilla Lambayeque Norte - C-04,"DEC-320886, DEC-853562",REP-863356,2025-11-05,Entregado a Tecnico
